previous_context,student_utterance,turn,subsequent_context,Offering Math Help,Successful Uptake
"(nan) [S] FiTeachert four and then you do the other thing.  
(nan) [S]  Then it would be one, one, one
(nan) [S] One out of three 
(nan) [S] One times -- one out of three times --  it would be one eighty-one wouldn't it?  
(nan) [S] Mhmm
(nan) [S] Because one ____ not changing.  
(nan) [S] It would be seventeen out of eighty-one. ","Yeah seventeen out of -- seventeen out of eighty-one, it's gonna be one and four -",,"(nan) [S] It's gonna be over in four games. 
(nan) [S] A sixteen out of eighty-one shot that team -- the better team that's -
(nan) [S] Yeah
(nan) [S] twice as better's gonna win ....in those games.  
(nan) [S] And one out of eighty one chance that it ____ twice as bad.
(nan) [T] Could you walk me through that slowly?
(nan) [T]   Um, and maybe using the board wouldn't be bad if you have a lot of writing to do. ",1,1
"(1) [T] I would like you to take a turn to  make a problem that will challenge your partner…
(2) [S] I made a problem.
(3) [T] And ask your partner that problem,
(4) [S] You don’t know mine.
(5) [T] And make your partner convince you, and then you switch  roles, then your partner has to make up a problem and ask  you, right?
(5) [T] And you have to convince your partner.
(5) [T] So we  are gonna come and listen to you…",You just don’t know the problem I just made up.,6,"(6) [S] You don’t  know the problem I made up.
(7) [T] [To Laura]  You, you can actually just do it with the rods, but  you have to make up a problem for your partner and, with the  rods, and your partner will make one up for you, and then  after you’ve done that successfully, I’d like you to try, this is  called, ‘try to stump your partner’.
(8) [S] I know what mine is.
(9) [T] This looks interesting.
(9) [T] Are you experimenting?
(10) [S] Yeah.
(11) [T] Okay, let us know when you’ve got a problem.",0,0
"(306) [T] From one orange to two oranges, I don't  know how did the red get doubled?
(306) [T] I don't see that.
(306) [T] Jessica?
(306) [T] Kimberly.
(307) [S] Well, they used a purple and the red, two reds make a  purple, so now if they have a purple, they doubled the red.
(308) [T] Is that what you were going to say?
(309) [S] Yeah.",I was going to say something different,310,"(311) [T] So you're tellling me that instead of the one orange and one  red, we have two oranges and two reds in this model.
(311) [T] But  they just called it a purple rather than two reds.
(311) [T] Do the rest  of you see that?
(311) [T] [mmm hmm] Ok, so this model is doubled  of this, now you have to convince me that this model is  double of this, so instead of two oranges and a purple, what  should we have now if it's doubled?
(311) [T] Don't look.
(311) [T] What  would you expect we would have then if it's doubled?
(311) [T] Danielle.",0,1
"(49) [T] Rebecca, can you say that one more time?
(49) [T] Oh, am I frozen?
(49) [T] Yeah.
(49) [T] Can anyone hear me?
(50) [S] I can hear you.
(51) [S] I can hear you.
(52) [T] Okay, that's good.","Yeah, I can hear you.",53,"(54) [T] Oh, great.
(54) [T] Okay, Rebecca.
(54) [T] Sorry.
(54) [T] Can you say that again?
(55) [S] I didn't say anything.
(55) [S] I just asked if you stopped sharing.
(56) [T] Okay, perfect.",0,0
"(210) [S] How do you do tan again?
(211) [S] I need help with the unit circle mass.
(212) [T] .
(213) [S] I'm staying after class because I really don't get it.
(213) [S] I get tangent is the origin of square root three over two
(213) [S] or it's a sine 45 is for .
(214) [S] Here's what you have to be able to do.",That's what you have to be able to do.,214,"(214) [S] You will get gooder at it just like I'm going to get gooder at my grammar.
(214) [S] What's nine?
(214) [S] Is that what you meant to say?
(215) [T] This is radical three.
(216) [S] Why is it not radical three over three?
(217) [S] Because you never told us it was radical three.
(218) [T] What?",0,1
"(371) [T] Let’s see if James agrees.
(372) [S] Yeah, I do agree.
(374) [T] You do agree?
(375) [S] Yeah.
(377) [T] What are you just doing now?
(378) [S] I-
(380) [T] `What did you do?",I put the – 50 centimeters.,381,"(383) [S] Yeah, so if you put that up to
(385) [T] Why don’t you show me?
(385) [T] Ok, why don’t you show me what you just did?
(385) [T] Because  then I’ll know how many ribbons you can make out of that  blue…out of that blue ribbon.
(385) [T] Each ribbon we want to be a  half meter long.
(385) [T] Right?
(385) [T] Let’s take a look and see what he’s  doing there.",0,0
"(19) [T] Nothing else changes.
(19) [T] Five text messages, it's three cents times five.
(19) [T] Just the total cost would be the texts times three cents.
(19) [T] It's a really straight, linear relationship, goes up three cents every text.
(19) [T] Now, Verizon was a little trickier [chuckles] because, all of a sudden here, Reese, we have what's called an upfront cost.
(19) [T] All right?
(19) [T] If I send one text message with AT&T, how much does it cost?",No dollars.,19,"(19) [S] Three cents.
(20) [T] Three cents, but if I send one text message with Verizon, how much does it cost?
(21) [S] Twenty dollars and one cent.
(22) [T] Yes.
(22) [T] That's a really expensive one text message.
(22) [T] If I have to pay an upfront cost of $20, that means if I send zero texts, I'm still paying them $20 just to be in the program.
(22) [T] So, it looks cheaper.",0,0
"(54) [S] Yes.
(55) [T] Okay, awesome.
(56) [T] That's so sad that they live in a mean household.
(57) [T] I know, isn't it so sad?
(58) [T] It's a nice household size.
(59) [T] No.
(59) [T] What did we figure out might be a nice household size?",Four.,60,"(61) [T] We think maybe four.
(61) [T] Did you guys know that Mr. Adams is like--
(62) [T] Six is just mean.
(63) [T] Do you know that he is the king of puns?
(64) [S] Do all the Ts come in here for snacks?
(65) [T] They all do.
(65) [T] That's why I put snacks in my drawer so everyone just comes in for snacks.",0,1
"(38) [T] Show me the perimeter on your rectangle.
(39) [S] How?
(40) [T] I don't know.
(40) [T] How can you prove it?
(40) [T] ‘Cause you proved your area for me.
(40) [T] Do you know how to prove the perimeter?
(40) [T] What did we do with the first picture?",We colored the outside?,41,"(42) [T] Sure.
(42) [T] So could you show me the perimeter?
(43) [S] Like this?
(44) [T] Yeah!
(44) [T] Perfect!
(44) [T] Great!
(44) [T] I just wanted to make sure.",1,0
"(13) [T] and actually I'm going to have you bring your dry erase boards over.
(13) [T] Did you guys get the same answer?
(14) [S] No.
(15) [T] You did not.
(15) [T] Did you solve it the same way?
(16) [T] Okay, Ella, can you explain what James told you when you solved he problem?
(17) [S] What he told me was that Luke and Meg had the most because Meg had hundred have and Luke also had one hundred because I wasn't looking closely enough",and I thought Luke had one dollar bill.,17,"(18) [T] When you heard James talking about his answer
(18) [T] did you revise your thinking a little bit?
(18) [T] Do you agree with James?
(18) [T] James, how could you prove your answer?
(19) [S] I said that you said that Meg had a one $100 dollar bills, so 1x100.
(19) [S] Denise had nine $10 bills so 9x10.
(19) [S] Luke had 100 $1 bills so 1x100, and then Dawn had-",0,1
"(26) [S] Ten.
(27) [S] This six and four.
(28) [S] Six plus four is ten.
(29) [S] Let’s check.
(30) [S] One, two, three, four, five, six.
(31) [S] One, two, three, four, five, six.
(33) [S] One, two, three, four.","One, two, three,  four, five, six, seven, eight, nine, ten, eleven!",33,"(34) [S] Eleven?
(35) [S] Eleven.
(35) [S] See: one, two, three, four…
(36) [S] Stop!
(36) [S] Five, six, seven, eight, nine, ten!
(37) [S] No.
(37) [S] One, two, three, four, five, six, seven, eight, nine, ten.",0,1
"(493) [S] Because where does the half go?
(494) [S] Yeah, in between.
(495) [T] It would be between the squares.
(496) [S] Wait, so this would be halves, not zero.
(496) [S] This would be a half, not zero.
(497) [T] Okay, what are you doing with yours?
(497) [T] Triple the first number of the ordered pair.",This says double.,498,"(499) [T] So-
(500) [S] We're doubling this number.
(501) [T] Oh, double the first number, halve the second number.
(501) [T] So what is double the first number?
(502) [S] 16
(503) [T] And what is half of one?
(504) [S] A half.",1,0
"(139) [T] When all the terms are the same, then we say that it is an identity.
(140) [T] But if there are some different terms, then we will not say that it is an identity.
(140) [T] Then it will be a normal equation only.
(140) [T] Okay?
(141) [T] All right, I will give you some examples, who's on duty please clean it.
(142) [T] Clean the blackboard please.
(143) [T] Can you see the blackboard clearly?",Yes.,144,"(145) [T] Yes?
(146) [T] Just leave the word identity, okay?
(147) [T] Therefore, the difference between identity and equation, equation it may be only one solution, two solutions.
(148) [T] But for identity, you have infinite many solutions.
(149) [T] It will be always true, okay?
(149) [T] For any value of X.
(151) [T] Okay here, I have two other equations.",0,0
"(149) [S] I actually have 0.875.
(150) [T] I'm going to be honest, I'm not sure how you did that, but you are correct.
(151) [S] Then, we also have an 8.75-- I mean .875.
(152) [T] 875/1000, you're right, those are equivalents.
(152) [T] Lily, what do you see?
(153) [S] correct.
(154) [T] Yes, if you have an equivalent you want to tell us about.",I guess you do this decimal of 2/10.,155,"(156) [T] 0.2
(157) [S] 0.2, because if you put it in 10 times, then .
(158) [T] It would, but remember, this is only 2/10.
(158) [T] It's like 20 cents.
(158) [T] That, to me, looks like it's in the right place, two pieces the size of a 1/10.
(158) [T] We could maybe move it over a little bit to the left, but I think it's pretty close.
(158) [T] I think it's pretty close.",1,0
"(nan) [S] He has 36.
(nan) [T] Okay, Avery, are you guys listening?
(nan) [T] Are you listening?
(nan) [S] I also agree.
(nan) [S] Because I divided it by half, 22.
(nan) [T] You what?
(nan) [T] You divided what?",I divided 22 in half.,,"(nan) [T] Because Ella ate 22?
(nan) [S] And then I divided 36 by 3, and that was 12.
(nan) [S] He ate 12 carrots and Ella ate 11 carrots.
(nan) [T] So Ella had 22 baby carrots and Jackson had 36 baby carrots.
(nan) [T] So Ella eats one half and Jackson eats a third.
(nan) [T] Okay.
(nan) [T] So anybody else have something to add to this?",1,0
"(177) [T] 14, and then...
(178) [S] 21
(179) [T] 21, and then...
(180) [S] 28
(181) [T] 28, that's all multiplication that you're doing in there when you're skip counting.
(181) [T] So if I said let's say, let's count by fours, if we were looking at a four by four array and we needed to figure out how many were in there, we could count by fours, right?
(181) [T] Four...","Eight, 16.",182,"(183) [T] 12...
(184) [S] 16
(185) [T] And I even have kids when they're starting multiplication, what they do is they'll write that down.
(185) [T] They'll write down four, and then they'll say five, six, seven, eight, nine, 10, 11, 12.
(185) [T] Whoa, whoa... 13, 14, 15, 16.
(185) [T] And then I'll say, okay, I have one, two, three, four groups of four, that equals 16.
(186) [T] So skip counting is another great tool that we can use when you're starting to multiply.",0,0
"(53) [S] In the middle.
(54) [S] Draw a... parallel line.
(55) [T] Oops?
(55) [T] Okay.
(56) [S] Then.
(56) [S] Um, the top 50 degrees, the alternate interior angles of that.
(57) [T] Yes.",It is made there so.,58,"(59) [T] Yes, well- Well, okay.
(60) [S] So it's 50 degrees.
(61) [S] The bottom is 30 degrees.
(61) [S] It can also be done in the same way.
(62) [S] Add those together it becomes 80 degrees.
(63) [T] Okay.
(63) [T] That's good.",1,1
"(nan) [S] Yeah.  
(nan) [S] Seventy-two is a multiple of nine right?   
(nan) [S] Two forty-three out of -
(nan) [S] Is a multiple of nine.  
(nan) [S]  What's uh, two forty-three's? 
(nan) [S] Bring it over into five and six.
(nan) [S] What's nine times -- what's two ____?",Who cares?  ,,"(nan) [T] I do. 
(nan) [S] It's always -- it's probably come up in the same ___ order.    
(nan) [T] Wouldn't we want to compare that with the equally matched case ...see if there's a difference? 
(nan) [T]  What does it come out to be?
(nan) [S] Twenty-seven? 
(nan) [S]  Twenty-seven. 
(nan) [S] Divide that by nine? ",0,0
"(4) [S] An orange and a red
(5) [S] And purples for thirds
(6) [S] And three purples
(7) [S] And light green for fourths.
(8) [T] Ok, right.
(9) [S] And, um, here how I used to figure it out.
(10) [S] Twelfths!","Oh no, those are singles",10,"(11) [T] Honestly, Erik, I could imagine if you explained to me what I'm  supposed to imagine.
(12) [S] Ok.
(13) [T] Ok?
(13) [T] I'll try real hard, but I’ll try to imagine
(14) [S] Suppose there are twelfths under that.
(15) [T] I can imagine that.
(16) [S] And you took out two of those purples and three light greens",1,1
"(361) [T] Great.
(361) [T] Why don't you just take a look at this problem, don't do it yet.
(361) [T] Good.
(362) [S] I can't figure it out.
(363) [T] This is five cubed plus three cubed equals...
(364) [S] Eight.
(365) [T] Eight cubed, so it's eight...",Cubed.,366,"(367) [T] X cubed, correct.
(367) [T] This is three squared, write it on the sheet of paper.
(368) [T] Those of you that are finished, please raise your hand so I know when to check the results.
(368) [T] Good, is it working out for you Paul?
(369) [S] Yes, I'm done.
(370) [T] Good, we can start reviewing the answers.
(370) [T] Why don't you start Lubo?",0,0
"(161) [T] John, why are you saying no?
(162) [S] Because he didn't use area.
(163) [S] I said how much area of fencing does he have in total.
(164) [S] Hey Matt, can you read the question-
(165) [T] Read the question again Matt.
(166) [S] Jimmy Jonathon feet of fencing one way and eight feet the other way, how much area of fencing does he have in total?
(167) [T] Go ahead.","You should've said, instead of one way and another way, you should've said width and length.",168,"(169) [T] Length and width, okay.
(169) [T] Agreed?
(170) [S] Yes.
(171) [T] So, think about vocabulary when you're writing this.
(171) [T] Okay.
(171) [T] All right, great job though.
(171) [T] Go ahead, you're up.",1,1
"(1) [T] Our title today is going to speak volumes, guys, Chromebooks away, about what we're hoping to accomplish today.
(1) [T] Understanding the words that are on the board are going to be vital.
(1) [T] Put that away, please.
(1) [T] Thank you.
(1) [T] How many of you are familiar with either one of those words?
(1) [T] I better see every hand up because you should be familiar all of you with at least one of these two words.
(1) [T] Jessica, which of these two words are you familiar with?",Fractions?,2,"(3) [T] Fractions.
(3) [T] What do fractions mean to you?
(4) [S] Parts.
(5) [T] Parts.
(5) [T] Okay, so parts, and you said parts of a whole.
(5) [T] Good.
(5) [T] Jessica said parts of a whole.",0,0
"(57) [S] Five minus three equals two.
(58) [T] Okay and Eric washed more three more than Catherine did.
(58) [T] She only washed two.
(58) [T] Okay, could we see some of the work  that you did there.
(58) [T] Five minus three, okay.
(58) [T] Could we take a look now at the  very last one?
(59) [S] The kangaroo jumps 6 times.","If the rabbit jumps 4 more  times, he will have jumped as many times as the kangaroo.",59,"(59) [S] How many times did the rabbit already jump?
(59) [S] Ten.
(60) [S] We got ten.
(61) [S] We got ten!
(62) [T] Okay, I would like to go over that last one with you.
(62) [T] The  kangaroo jumps six times, now if the rabbit jumps four more  times, he will have jumped as many times as the kangaroo.
(62) [T] How many times has the rabbit already jumped?",1,1
"(115) [T] It's confusing to me when you say, ""I times it by,"" the word is multiply, you guys know the word multiply.
(115) [T] So you use the word multiply.
(115) [T] You can use the word width.
(115) [T] You guys are going to be talking about area of something.
(115) [T] So the width of a quadrilateral, and this is the height, okay?
(115) [T] So we have width and we have the height.
(115) [T] Are we clear about that?",Yeah.,116,"(117) [T] Those I words I want you to use, so that your answers are not confusing.
(117) [T] The length, you would have to tell me what you're referring to for the length, because length can be anything, okay?
(117) [T] All right.
(117) [T] I think those are the vocabulary words that you need to know for what we're doing.
(117) [T] So what was your guess about what the new trapezoid is going to be?
(117) [T] What was your guess?
(117) [T] Drew?",0,0
"(198) [T] Most people won't do such a thing, you know.
(199) [T] It's different from asking to have half a Japanese radish, you know.
(200) [S] If you ask them to halve the Japanese radish they'd do it for you.
(201) [T] It's okay... if it's a Japanese radish.
(202) [T] So how do you think about this?
(203) [T] Not by using equations or things like that but tell me what you have to do to get the answer.
(204) [S] Buying two thousand... two... 2,100 yen exactly...","We don't need to... it's okay if we have change left over, right?",205,"(206) [T] It's okay if there's left over.
(207) [T] It's good if you have change in any case.
(208) [T] Change, or else it's also okay if you use all of the 2,100 yen, you know.
(209) [T] Well there is one minute of remaining time.
(210) [S] I don't understand this.
(211) [T] You're all good at this setting up an equation and suddenly spitting out an answer.
(212) [T] Try doing it with that method.",0,0
"(328) [S] Oh.
(329) [S] What do you mean by a straight line?
(329) [S] Oh.
(330) [T] It's at the end of the (inaudible), right?
(331) [S] I got it.
(332) [S] So.
(333) [S] I got it.",I got it.,333,"(333) [S] Already.
(333) [S] Already.
(333) [S] I got it.
(334) [T] It's okay with this.
(335) [S] Is it correct with that- with that?
(336) [S] But you can't (inaudible).
(337) [T] With this.",0,0
"(nan) [S] I don’t know, right.
(nan) [S] I’m fightin’ with you cause I thought you were saying I had seven. 
(nan) [S] I’m like, six.
(nan) [S] It’s OK, I’m going to win the next game anyway, so, let’s play again (inaudible).
(nan) [S] Four is you. 
(nan) [S] You need one more.
(nan) [S] Five is you.",Five is me. ,,"(nan) [S] Come on.
(nan) [S] Now you have seven. 
(nan) [S] Seven. 
(nan) [S] No, I have six.
(nan) [S] Seven.
(nan) [S] It doesn’t matter, you have to roll anyway.
(nan) [S] Six is me.",0,1
"(327) [S] It was bigger by one sixth.
(328) [T] Oh, so what do you think?
(329) [S] I think they’re all different, but then all the same.
(329) [S] Cause  they’re the same because the thirds are always bigger than  the half
(330) [T] The two thirds are always bigger than the half?
(331) [S] And, um, and they’re different because these are all, the  whites
(332) [S] they’re different sizes","They’re all different, like one, two, uh three, they’re  different.",333,"(333) [S] So they’re different like that.
(334) [T] Mmm hmm.
(334) [T] Is there any other way that you could show that  difference here than with the whites?
(334) [T] It’s the only way you  could show it there, isn’t it?
(334) [T] I don’t mean for you to change  your model, I mean, is there any other way that you could  show me what that difference looks like without using the  whites?
(334) [T] Or this difference here?
(335) [S] You could use a light green",0,1
"(100) [T] Yes, just- just talk.
(101) [S] Uh, a negative (inaudible) equation.
(103) [T] Another sign?
(104) [S] Uh.
(105) [T] In...
(106) [S] He wants to be on camera.
(106) [S] [In Chinese]",[Laughter],107,"(108) [T] Yes, in here.
(108) [T] Okay?
(108) [T] Negative sign in front of the square root.
(109) [T] So if you want to find the negative value, then in- in front of the, uh, square root-
(110) [T] Before the square root, you write a negative sign.
(111) [T] So that you can get the answer is negative three.
(111) [T] Okay?",0,0
"(510) [T] Nice and loud so they can hear you.
(510) [T] We're listening to the  proof, gentlemen.
(511) [S] You go three plus three plus three and that would equal  nine.
(511) [S] And
(512) [S] Or three times
(513) [S] That's why because you have three meters and take… and  you have three one thirds in each meter so three, three  threes, and that equals nine.
(514) [T] Jackie, Danielle, does that make any sense?",I think it's three meters times three meters equals nine  meters.,516,"(517) [T] Danielle, do you agree or disagree?
(518) [S] Yeah, that's what I did.
(519) [T] You think that's a good idea.
(520) [S] Well, you can times it, but you can add it too.
(521) [T] What confuses me is that you don't have three meters, you  have a third of a meter, so you're telling me that you  multiply by three.
(521) [T] So how did you do this?
(521) [T] What are some  ways of doing this?",1,1
"(89) [T] Y-axis.
(89) [T] All right, I just wanted to throw those words out there.
(89) [T] Go ahead and answer the question.
(89) [T] If Amy uses her rule, her rule is to double the first coordinate of all the points.
(89) [T] If she uses her rule, what do you think the new trapezoid would look like?
(89) [T] Why?
(89) [T] Be specific in your description.",You're lying.,90,"(90) [S] You don't want--
(91) [T] those conversations because you're not doing anything.
(92) [S] You don't want to do it on film, do you?
(93) [T] I do.
(93) [T] You need to figure your coordinates.
(94) [T] Where's the first coordinate?
(94) [S] I can't see.",0,0
"(287) [S] Mmm hmmm.
(287) [S] Believe it or not, they are.
(287) [S] They might be the  fifths.
(288) [S] They're the fifths.
(288) [S] Then what would be the-
(289) [S] Blues would be the
(290) [S] This would only be thirty.",This would only be thirty because  ten twenty thirty.,290,"(291) [S] Thirty plus twelve.
(291) [S] Forty-two
(292) [S] Wait a minute.
(292) [S] Since we got these two packs, couldn't we  have, Alan, couldn't we have like, um, Alan, couldn't we  have, ten twenty thirty forty fifty sixty, wait, ten twenty thirty  forty fifty sixty seventy if we all put them
(293) [S] Erik, those aren't tens, those are twelves
(294) [S] Yeah those are tens.
(295) [S] You know what tens are?",1,1
"(111) [T] Did we solve the problem?
(112) [S] No.
(113) [S] Not fully.
(114) [T] Why not yet?
(115) [S] Because you don't have-- You didn't write on the board what 3/5 of 35 is.
(116) [T] I didn't write on the board what 3/5--
(117) [S] You haven't counted to 3/5.",You need to put .,117,"(118) [S] skip counting by sevens in the column in the rows underneath, so 7, 14, 21, 28, 35.
(119) [T] I'm going to draw what Maggie did, because it's kind of cool.
(120) [S] You still need to find an answer.
(121) [T] 7, 14, 21-- Her strategy will help us get to the answer a little quicker.
(121) [T] We took the whole, we made it into five parts.
(121) [T] How many of those five parts do we need to put together?
(122) [S] Three.",1,1
"(240) [T] I know.
(241) [S] Derek
(242) [T] All right.
(242) [T] Here we go.
(242) [T] So Step 1, we multiply... that's for two seconds, long, fast.
(243) [S] Oh.
(244) [T] Long, fast-",Me?,245,"(246) [T] Yes.
(246) [T] Sit down.
(247) [S] What?
(248) [T] So we multiply the 506 by the 3 as in 43, just like the problem was in 506 divided by 3.
(248) [T] So we talked about that when we did 2 by 2, didn't we?
(249) [S] Mm-hmm .
(250) [T] Okay, I made a mistake.",0,0
"(nan) [S] What?
(nan) [S]  All right
(nan) [S] Ank, what are you doing down there?
(nan) [S] Just finding the two that Brian missed and I found them
(nan) [S] I know, but, like, how did you get twenty? 
(nan) [S] Like, did you write them all out?
(nan) [S] I wrote them out","Oh, you did?",,"(nan) [S] This is, uh
(nan) [S] I wrote out ten, and then the other ten would be the other half, like he said. 
(nan) [S] It'd be the only thing [inaudible], Ankur, except there's a hundred and twenty-eight, twenty-eight total things for -  you know. 
(nan) [S] You figure that if you subtract all these, then you'd get the answer.
(nan) [S] Yeah
(nan) [S] You'd get the last one. 
(nan) [S] But you get like, urn, ninety",0,1
"(40) [S] Six times a is
(41) [T] Anybody what is six times 8?
(42) [S] 42?
(43) [T] Well, that's really close.
(44) [S] 46
(45) [S] 48
(46) [T] 48",52,47,"(48) [T] Oh my goodness, that makes me really nervous that we don't know our multiplication facts.
(48) [T] My friends, this is going to be a lot harder.
(48) [T] If we don't our multiplication facts.
(49) [S] And you have to make them, count your zeros.
(50) [T] good.
(50) [T] Exactly.
(50) [T] Now in 600 times eight.",0,0
"(9) [T] Teacher You’re calling the orange and red rod one?
(9) [T] Can you say that again,  what number names gave to each of those rods so I can hear from  back here?
(9) [S] [whispers to Laura] You say.
(9) [S] Um, this would be, this, we’re  counting this as one whole [orange and red train] and I think this  [dark green rod] has two and this [purple rod] has, wait, um.
(9) [S] Um  [giggling], um I can’t we called it, yeah, [Laura helps her out] I think  this one was one-
(10) [S] That was one third
(11) [S] this was one third, and this was one half.",One half.,12.0,"(13) [T] What do the rest of you think?
(13) [T] What do you think?
(13) [T] Audra what do  you think of what… the two young ladies built up there?
(14) [S] I agree because-
(15) [T] Want to speak to the class [asking her to go up front]
(16) [S] [comes to overhead]  I agree because if you saw what the, um half,  was here and then you saw what, no, what the half was here and then  you saw what the third was there, and you saw that the half was  bigger than the third.
(17) [T] How many of you agree with the argument that a half is bigger than  a third with the argument that was made here?",0,1
"(nan) [T] Did everybody agree with this for that third problem?
(nan) [T] Seven works.
(nan) [T] Is that right?
(nan) [S] Yeah, I got another one.
(nan) [S] Did anyone try six yet? 
(nan) [S] Try eleven. 
(nan) [S] Try eleven. ",Start with eleven. ,,"(nan) [S] You do twelve, you do thirteen.
(nan) [S] I’m eleven.
(nan) [S] I’ve got eleven. 
(nan) [S] You do twelve.
(nan) [S] Are we working together?
(nan) [S] Yes we are.
(nan) [S] Okay, well six doesn’t work for the next problem it’s too low so it’s not enough so I’m gonna try seven.",1,1
"(40) [T] Did you have to copy from somewhere elseAnd then paste it into the chat?
(40) [T] No?
(40) [T] how did you get those different fonts Then?
(41) [S] It's hard to type it So I'm just going to say it.
(41) [S] I highlighted it, and then right clicked on it.
(41) [S] And then it says, emojis and symbols.
(42) [T] Oh, like if you just type something in the chat and then highlight it?","Yeah, and then highlight it or like highlight one letter, then emojis and symbols.",43,"(43) [S] It's also a way to put emojis in.
(43) [S] then then a search bar and just put like, the letter B, and then picked one.
(44) [T] Oh, that's good to know.
(44) [T] Thanks, Dane.
(44) [T] All right, people.
(44) [T] We are back.
(44) [T] We're in the homestretch for today.",0,0
"(193) [T] Disagree?
(193) [T] All Judith did is multiply her three, and her two.
(193) [T] Her whole number times her numerator will give us our new numerator.
(193) [T] Our denominator does not change.
(193) [T] We have proof for this with addition because we can write this number model, right?
(193) [T] 2/10 three times, two, four, six.
(193) [T] Following me?",Yes.,194,"(195) [T] Show me some.
(195) [T] All right, let's take a look at the math journal.
(196) [T] You are looking at page 224.
(196) [T] Now, page 224, we already did, we did it together, it was the [unintelligible 00:27:12] problem.
(196) [T] So really, all of your work is inside your math journal, or part of your notebook if you need to reference it.
(196) [T] You do not need to go back and do this page again.
(196) [T] I do want you to move forward, and you will see that there are question three and four, plus a bonus on page 225.",0,0
"(144) [S] Thank you for being my partner.
(145) [T] Yeah.
(146) [T] Just a second, Duncan.
(146) [T] Oh, meet with Michael.
(146) [T] No, Duncan and Michael.
(147) [T] Pete come meet with Jason.
(147) [T] Oh, okay.","Oh, okay.",148,"(149) [T] Nope.
(149) [T] I want you to sit and do your math .
(149) [T] Make sure and stand when you're done.
(149) [T] Jason, yeah, can I bother you to prep your answer with Katie, please?
(150) [S] I got zero, zero.
(151) [S] Do we work it?
(152) [T] No.",0,0
"(90) [T] Bailey says she doesn't know how many have certain number of pets but does she?
(90) [T] That's what these X's stand for.
(90) [T] Right?
(90) [T] First off, does she know how many people are at Table 1?
(91) [S] No.
(92) [S] Yes.
(93) [T] Using that data, does she know how many people are at Table 1?","Yes, because",94,"(95) [T] Good.
(95) [T] Each X represents a student.
(95) [T] Right?
(95) [T] So, Mrs. McCain could quickly look at that data and say, ""Okay.
(95) [T] Well, there are five people at Table 1.""
(95) [T] If I would have done this at table five it would have been a completely different story.
(95) [T] We'd only have-",0,0
"(82) [T] I want you to draw an arrow and I just want you to call this the mean line.
(82) [T] If you want to do a little face, that's fine with me.
(82) [T] That shows your fair share.
(82) [T] Yes, Kaitlyn?
(83) [S] I just realized that because we're splitting the pieces into average so they're equal, isn't that just like division?
(84) [T] Yes.
(84) [T] Can you think of an equation that matches the situation that we just did?",Maybe something like a 6÷--,85,"(86) [T] Eli would you like to coach her?
(86) [T] Not give her that answer but coach her?
(87) [S] Yes.
(87) [S] Think of how you're going to get all of the stuff together so that you can split it apart equally.
(87) [S] What would you have to do before you divide it?
(88) [S] Add all the data?
(89) [S] Yes.",1,0
"(458) [S] 32
(458) [S] 33
(460) [S] Yeah, 33
(462) [S] 99
(464) [S] Yeah.
(466) [T] What yeah, I’m confused.
(466) [T] Confused again.",It’s 199 not 200.,467,"(467) [S] We want it to be 200, right?
(469) [S] Yeah, but this is 200.
(469) [S] We’re talking about.
(469) [S] We counted this  and then 120, 120, 133, plus 60 is 290.
(471) [S] 66 and a half and 33 and that makes 99 and a half.
(473) [S] 199 and a half.
(475) [S] Hold on, let me try 67, 67, 134, yeah.",1,1
"(5) [T] We have infinitely many.
(5) [T] Now, I want you to think about that a little bit and that's my  statement.
(5) [T] Mathematicians claim that between zero and one there are also infinitely many  numbers.
(6) [S] Infinitely between zero and one?
(8) [T] They also claim that there are infinitely many fractions.
(8) [T] I want you to think about that.
(8) [T] I  use to, when my son was your age he use to think about those things.",In fractions or just …,9.0,"(10) [S] One million
(12) [T] Infinitely many fractions.
(12) [T] Now, that is something to think about.
(12) [T] I don't expect you to solve  that problem in your mind right now; mathematicians have worked on this for centuries.
(13) [S] I just don't understand how there can be infinitely many numbers between zero to one.
(14) [S] Fractions… fractions.
(15) [S] I know why.",0,0
"(83) [T] Like, here are the answers  you gave- you can make 3 bows.
(83) [T] That 33-what was it?
(85) [S] That was like in centimeters.
(87) [T] Right, but what was that number?
(87) [T] You’re telling me its 33  centimeters.
(87) [T] Well what is that?
(89) [S] We’re proving.","We are proving that, we wanted to make  sure that when you divide it into thirds, there’s no left over  or anything so we can actually",89,"(91) [T] So which  one do you want to do next?
(91) [T] You can do anyone you want.
(93) [S] I’m doing this one.
(93) [S] Three meters and I used this.
(93) [S] I got 39  plus 39 plus 39 and.
(94) [T] Although, is that really accurate?
(94) [T] Is that exact?",1,0
"(13) [S] crosstalk
(14) [T] All right now I would like you to share your answer with your front and back partner.
(14) [T] I will Give you like 10 more seconds if you're not done, that's just gonna have to be.
(15) [S] Crosstalk
(16) [T] All right, so we've had 927 15 100. celebrating is not necessary.
(16) [T] Last one.
(16) [T] I'm going to give you one minute and 30 seconds.",Crosstalk,17,"(18) [T] It looks like you guys don't need as much time as I gave you.
(19) [S] It's kinda a short number
(20) [S] *inaudible* only a minute.
(21) [T] Perfect.
(21) [T] All right.
(21) [T] So there'll be more time for that.
(22) [S] Crosstalk",0,0
