previous_context,student_utterance,turn,subsequent_context,Offering Math Help,Successful Uptake
"(89) [T] Y-axis.
(89) [T] All right, I just wanted to throw those words out there.
(89) [T] Go ahead and answer the question.
(89) [T] If Amy uses her rule, her rule is to double the first coordinate of all the points.
(89) [T] If she uses her rule, what do you think the new trapezoid would look like?
(89) [T] Why?
(89) [T] Be specific in your description.",You're lying.,90,"(90) [S] You don't want--
(91) [T] those conversations because you're not doing anything.
(92) [S] You don't want to do it on film, do you?
(93) [T] I do.
(93) [T] You need to figure your coordinates.
(94) [T] Where's the first coordinate?
(94) [S] I can't see.",0,0
"(66) [T] Ty, can you read it?
(67) [S] I can't find the journal.
(68) [T] Okay.
(68) [T] Judith, can you read it?
(69) [S] A vegetable lasagna recipe called for 3/4 teaspoon of pepper.
(69) [S] Caleb used 1/4 teaspoon when he grilled the vegetable.
(69) [S] He added the rest to the cheese mix.",How much pepper did Caleb add to the cheese mix?,69,"(70) [T] What're we measuring in, what is our whole?
(71) [S] Teaspoon.
(72) [T] A teaspoon.
(72) [T] In your whole box, you're writing, teaspoon.
(72) [T] All right.
(72) [T] Are you ready?
(72) [T] You think you can do it?",0,1
"(118) [T] Quick question, how is new sailboat one different from the original sailboat?
(118) [T] Audrey?
(118) [S] It's different because new sailboat one is bigger than the original sailboat?
(119) [T] Okay.
(119) [T] How, Shiela?
(120) [S] How it's bigger is because you double-counted.
(121) [T] So it's twice the , twice the size?",Yes.,122,"(123) [T] Okay.
(123) [T] Izzy, how is sailboat two different from the original?
(124) [S] It's much bigger.
(125) [T] Sailboat two?
(125) [T] New sailboat two, not new sailboat one.
(125) [T] New sailboat two is?
(126) [S] It's smaller.",0,1
"(11) [T] so if you jump to eight, How did you know that the the numerator had to be four?
(11) [T] Gage?
(12) [S] I don't know.
(13) [T] Well, you said four eight would be equivalent to one half.
(13) [T] How did you know that?
(13) [T] What did you do with the denominator the eight?
(13) [T] What did you do?",broke it up into half,14,"(15) [T] broke it up into half.
(15) [T] Excellent.
(15) [T] That's what I was looking for buddy.
(15) [T] Great job.
(15) [T] Nice job.
(15) [T] You knew that you needed to take that denominator and cut it in break it in half.
(15) [T] Okay, with those explanations, I would like you to find equivalent fractions from one half all the way up to the denominator 20. go.",1,0
"(287) [S] Mmm hmmm.
(287) [S] Believe it or not, they are.
(287) [S] They might be the  fifths.
(288) [S] They're the fifths.
(288) [S] Then what would be the-
(289) [S] Blues would be the
(290) [S] This would only be thirty.",This would only be thirty because  ten twenty thirty.,290,"(291) [S] Thirty plus twelve.
(291) [S] Forty-two
(292) [S] Wait a minute.
(292) [S] Since we got these two packs, couldn't we  have, Alan, couldn't we have like, um, Alan, couldn't we  have, ten twenty thirty forty fifty sixty, wait, ten twenty thirty  forty fifty sixty seventy if we all put them
(293) [S] Erik, those aren't tens, those are twelves
(294) [S] Yeah those are tens.
(295) [S] You know what tens are?",1,1
"(56) [S] I think I might've .
(57) [T] That could be that.
(57) [T] That could be true as well.
(58) [S] It's .
(59) [T] Is that  what you got Becca?
(59) [T] Then, that's not so bad.
(60) [S] Yeah.",I got 51.,61,"(62) [S] I got the first two.
(64) [T] Okay.
(64) [T] Let's double check.
(64) [T] One half is 0.5.
(64) [T] Because otherwise you got to put parentheses and stuff in your calculator.
(64) [T] So 0.5 x 19 x 6.16.
(65) [S] You're drinking alcohol?",0,1
"(93) [T] So I'm gonna put checkmarks down here if they are done, but they are closed.
(93) [T] Now we go to person number seven.
(93) [T] Person number seven, closes this one and opens 14.
(93) [T] Do they touch any others?
(94) [S] No.
(95) [T] No, because the next multiple would be 21, right?
(95) [T] So seven is done and it is?",Closed.,96,"(97) [T] Closed.
(97) [T] 8th person comes along.
(97) [T] 8th person says close close.
(97) [T] Is 8 done?
(97) [T] Done and it is closed.
(97) [T] Ninth person comes along.
(97) [T] Open.",0,0
"(84) [T] If you were a yes at first, and then how you revised your thinking, and what you decided to do, that's what I'm looking for.
(84) [T] Ray, I think you said yes at first, right?
(84) [T] Come on over and share.
(84) [T] What did you do at first, and then how did you revise your thinking?
(85) [S] What I did at first was, I divided it like this and gave the half to the oldest daughter, and then I divided this into thirds and gave one third to one daughter and another third to another daughter.
(85) [S] Then I said Queen Arlene gets a third of the land.
(85) [S] Then I realized that the queen right here decided to keep the land, so I knew that Queen Arlene didn't really want the land in this question.","Then I realized that the oldest daughter still got half, but then if the queen wouldn't want a third of this land, I erased the third and divided the half in half to get each of the youngest daughters gets one fourth.",85,"(86) [T] Okay, stop right there.
(86) [T] She divided a half in half.
(86) [T] I had friends draw a circle on the back, and if you draw a half and you draw another half, it makes fourths.
(86) [T] Does this work?
(86) [T] One half plus one fourth plus one fourth, does it equal one?
(87) [S] Yeah.
(88) [T] Yes, because one fourth plus one fourth is a half.",1,0
"(30) [S] Seven.
(31) [T] Seven, and then?
(32) [S] Two.
(33) [T] Two, and then?
(33) [T] Nine.
(34) [S] Nine.
(35) [T] And then?",Five.,36,"(37) [T] Five, so it's not consistent.
(37) [T] If it's not consistent, it's not going to be a straight line, so it's non-linear.
(37) [T] Okay, and another thing you could write is non-linear because it's not consistent.
(37) [T] Okay, does that sound good everyone?
(38) [S] Yes.
(39) [T] Okay.
(39) [T] Jolene's walking rate.",0,0
"(24) [S] It would be like something you really cannot see.
(24) [S] Actually you would need something like a stop watch  to figure it out.
(24) [S] It does not matter what size it is,  because you will still have to have one half and a one  third would still take up as much room as anything  else, so.
(26) [S] I wonder where one one-thousandth would go?
(26) [S] Oh,  I know where one one-thousandths would go; that's  easy.
(26) [S] I think it would be one, one-hundredth, one  one-thousandenths and one one-tenthousandths.
(27) [T] Okay ","Dr. Maher I think I have one-one hundredth, one  one-thousandth  and one one umm ten thousandth  or Then, you could do, one one-hundred- thousandenths and one one-millionths.",28,"(29) [S] How high are we supposed to go?
(30) [S] I went to one one-hundredth.
(31) [S] Up to, one one-hundredth.
(32) [S] Fifty should; be here on the one hundredth so  its like.. 
(33) [S] One one Hundreds
(34) [S] one one-thousandth would be at the  window.
(35) [T] That's a very good question, Erik.",1,1
"(13) [T] and actually I'm going to have you bring your dry erase boards over.
(13) [T] Did you guys get the same answer?
(14) [S] No.
(15) [T] You did not.
(15) [T] Did you solve it the same way?
(16) [T] Okay, Ella, can you explain what James told you when you solved he problem?
(17) [S] What he told me was that Luke and Meg had the most because Meg had hundred have and Luke also had one hundred because I wasn't looking closely enough",and I thought Luke had one dollar bill.,17,"(18) [T] When you heard James talking about his answer
(18) [T] did you revise your thinking a little bit?
(18) [T] Do you agree with James?
(18) [T] James, how could you prove your answer?
(19) [S] I said that you said that Meg had a one $100 dollar bills, so 1x100.
(19) [S] Denise had nine $10 bills so 9x10.
(19) [S] Luke had 100 $1 bills so 1x100, and then Dawn had-",0,1
"(7) [T] I would say like...
(8) [S] Baking is more like treats and like brownies.
(9) [S] Sweet treats kind of.
(9) [S] And cooking is more like dinner.
(10) [T] Yeah, baking is more things that are bread or cookies.
(10) [T] That's a big question, what the difference is.
(10) [T] There's probably a better definition.",So cooking is like sweets?,11,"(12) [S] Cooking is more stuff on the stove and baking is the oven.
(13) [T] Well you can cook things in the oven too, but that's a good way to think of it, Teresa.
(14) [T] We're going to explore how ratios affect how a recipe tastes.
(14) [T] That's our big goal for today.
(14) [T] What do you think about that?
(14) [T] I can explain the meaning of equivalent ratios using a recipe as an example.
(14) [T] I can use a diagram to represent a recipe, a double batch, and a triple batch of a recipe.",0,1
"(261) [T] So in the A example the answer was equal.
(261) [T] Petra.
(262) [S] Two squared plus two cubed, oh, I have to do example B, two cubed plus two cubed, is bigger than three times two squared.
(263) [T] It doesn't matter
(264) [T] So.
(265) [S] Because the cube of two plus the cube of two is 18.
(266) [S] Sixteen.",Sixteen.,267,"(268) [T] So, how much is the cube of two, Petra?
(269) [S] The cube of two is eight.
(270) [T] Eight, so on the left side the answer is 16 and on the right side?
(271) [S] Sixteen.
(272) [S] And three by two squared is 12.
(273) [T] Twelve, so.
(274) [S] So the 16 is bigger than 12.",0,1
"(6) [T] Where have you heard decomposing before?
(6) [T] Finley, where have you heard decomposing before?
(7) [S] I heard decomposing yesterday in the test that we took.
(7) [S] I think it means when you have to add and subtract.
(8) [T] Interesting, okay.
(8) [T] Add and Subtract.
(8) [T] Frankie, where have you heard decomposing before?",I heard decomposing that once-- That it means throwing something away.,9,"(10) [T] Throwing something away.
(10) [T] Brody?
(11) [S] I think decomposing means putting into parts.
(12) [T] Putting into parts.
(12) [T] Lucky last, Bryce?
(13) [S] I've heard--
(14) [T] Really loud and proud.",0,0
"(285) [T] Good.
(285) [T] And I am going to do a, Okay.
(285) [T] So today you are going to start your differences After you know what?
(285) [T] No, I'm gonna let you go back and fix the first one.
(285) [T] then I will do the differences.
(285) [T] Because I think you all in my correct need to go back and fix your similarities.
(285) [T] Show me with a thumbs up if you need to go back and fix your similarities.",T.,286,"(286) [S] My mom was checking my paper.
(286) [S] And then me and her did both of the similarities.
(286) [S] So then she told me I technically have two paragraphs done.
(287) [T] Okay, that's fine.
(287) [T] All right.
(287) [T] So when we come back from our break, I'm going to give you 10 minutes to work on those paragraphs.
(287) [T] then we're going to come back.",0,0
"(5) [T] Can you imagine that?
(5) [T] You might test it if you don’t believe it.
(5) [T] You might take your white ribbon to see if it’s this long.
(5) [T] One meter right?
(5) [T] Ok, but now with the white ribbon the first  question can you see Danielle on there, the white ribbon?
(5) [T] What is the length of ribbon you are going to use to make  your bow?
(5) [T] What does it say on the chart?",You have to use ribbon length of the bow.,7,"(7) [S] You have to use  one half of a meter.
(9) [T] One half of a meter to make your first bow.
(9) [T] Right?
(9) [T] Now, if  you are making your meter, I don’t want you to answer out,  if you are making your ribbon from a bow one half of a  meter in length, I want to know how many bows you could  make?
(9) [T] Ok, think about it.
(9) [T] This is the length of your white  ribbon.
(9) [T] Ok.",0,0
"(87) [T] Now, what am I subtracting those six points from?
(87) [T] Serena's partly there.
(87) [T] What's that?
(88) [T] The card and how much does the card have on it?
(88) [T] Slim?
(89) [S] A hundred.
(90) [T] A hundred what?",Points.,91,"(92) [T] Points, right?
(92) [T] I subtracted six points for every ride from 100 total points.
(92) [T] That's what we did, in general, every time.
(92) [T] When you're thinking about creating an equation-- where's your shoe?
(93) [S] I have
(94) [T] Well,  have a little bit of  to do in here.
(94) [T] Okay.",0,1
"(71) [T] Yeah, 25.
(71) [T] How do we know there's 25?
(71) [T] What strategy did you use to find that?
(71) [T] Ricardo, what do you think?
(72) [S] Counting by five.
(73) [T] You counted by fives.
(73) [T] Okay, so five-","15, 20, 25.",74,"(75) [T] Okay, does anybody have a different strategy?
(75) [T] Olando, what'd you do?
(76) [S] I did .
(77) [T] Okay, so you counted by fives too, but you were thinking of them in columns instead of in rows.
(77) [T] Okay.
(77) [T] ?
(78) [S] I did was count how many dots were there first, and then count how many groups they were, then I knew there was five, then I counted five again, because it was five in total.",1,1
"(19) [S] Yeah, yeah.
(20) [T] That you're going to call one.
(20) [T] So then what would one white one  be called in that next model do you think?
(21) [S] One twelfth
(22) [S] I think, um
(23) [T] What would that white one be called?
(24) [S] Well it's not gonna, we're not gonna.",Let me see this [Michael  begins to build the model],24,"(25) [S] Um, one twenty-fourth I think.
(26) [T] Brian thinks then white ones in the next train would be one  twenty-fourth.
(26) [T] You think that too?
(27) [S] Yeah, Alan and I made that same model.
(27) [S] We made the same model  that was, I think it was two oranges and like one purple, yeah it was  two oranges and one purple and then it had the thirds
(28) [T] Ok, why don't the rest of you sit down and let's have Erik and Alan  make that model.
(28) [T] Did you make it too, Michael?",0,1
"(2) [T] Picture and equation.
(3) [T] .
(3) [T] You have one more minute.
(4) [T] Tell me what you drew.
(4) [T] Joshua?
(5) [S] I drew vases--
(6) [T] Do you want to come draw?",Yes.,7,"(8) [T] Okay, come draw.
(9) [S] And the I tried to have .
(10) [T] Okay, so tell us a little bit about what you drew.
(11) [S] This  represent how many flowers are there.
(12) [T] Did you guys have something similar?
(13) [S] Yes.
(14) [S] Yes.",0,0
"(150) [S] Well, before, we had this other one, um, where the whites were one  twenty-fourth and the reds were one twelfth.
(150) [S] But then if we double  that, then the reds would be one twenty-fourth, the whites would be  one forty-eighth, and then the light green would be one twelfth.
(151) [T] You may have to say that again.
(151) [T] Alan is making a face.
(152) [S] I just I
(153) [S] No, meaning
(154) [T] You're thinking that's possible?",I heard what Andrew said was,155,"(156) [T] I would suggest that all of you get your blocks together and pick a  spot on the floor over there
(157) [S] But I heard-
(158) [T] And take some mats
(159) [S] But I overheard Andrew's - Andrew's doing, what he's doin' is he's  makin' a train for the wholes and he said if you could make a train  for one whole, why can't you make a train for the thirds and the  fourths?
(160) [T] Interesting question.
(160) [T] Let me make a suggestion.
(160) [S] If you put floormats  on the floor, over there by Chris, who's running the camera-",0,1
"(133) [T] Sweet.
(133) [T] All right.
(133) [T] So, what are we going to do from here?
(133) [T] From here, it's now work time.
(133) [T] I have tonight's homework-
(134) [S] Yay.
(135) [T] -which because it's Friday, you don't have homework.",Yay.,136,"(137) [T] So, we're going to do it as classwork.
(138) [S] Yay.
(139) [T] If you want homework, you can always take homework.
(139) [T] I've always got sheets you can take home.
(139) [T] All right.
(139) [T] Here's what I would like you to do.
(139) [T] I would like you to start by trying to do this on your own.",0,0
"(60) [S] Eight.
(61) [T] Eight.
(61) [T] Now because this fraction is a two-thirds, do you remember what I told you what numbers you should pick now?
(62) [S] Um, threes.
(63) [T] All right.
(63) [T] So maybe zero, three and six would be good numbers to try with this one, right?
(64) [T] That way you don't have to worry about fractions and mixed numbers.",Okay.,65,"(66) [T] Okay?
(66) [T] All right.
(67) [S] Mr. Ormsby, whoo-hoo.
(67) [S] Okay.
(67) [S] Mister, I forgot how to do these again.
(67) [S] Like how do you do X and Y?
(68) [T] Okay, so now wait a minute.",0,0
"(nan) [S] For six?
(nan) [S] For the six games. 
(nan) [S] He has twenty-one for seven. 
(nan) [S] Actually
(nan) [S] Total like, like
(nan) [S] Forty-two
(nan) [S] Yeah",Forty-two?,,"(nan) [S] Forty-two for game seven
(nan) [S] For, for A and B. Like A winning and B winning
(nan) [S] See, because I'm just saying that -
(nan) [S] Are you sure none of them are like 
(nan) [S] I think it's a high number [inaudible].
(nan) [S] Throw them down [
(nan) [S] What?",0,1
"(179) [T] Yeah, Sawyer?
(180) [S] I'm actually going to say one and 3/8.
(181) [T] You're going to say one and 3/8?
(181) [T] Okay.
(181) [T] Do you want so support your answer?
(182) [S] Well, because it's less than 4/2, which means
(183) [T] Okay, cut these four in half.",Then you would have eighths.,184,"(185) [T] Okay, so one, two, three, four, five, six, seven, eight.
(185) [T] Okay.
(186) [S] You have two.
(187) [T] Sawyer, you did it.
(187) [T] You did it.
(187) [T] Let's give Sawyer a hand.
(187) [T] He did it.",1,0
"(102) [S] And then, it's a difference of two.
(103) [T] Two what?
(103) [T] What are we calling these ones?
(103) [T] I am confused; I  thought you were calling this one?
(104) [S] And then probably we would call this, we would call that sixths.
(104) [S] One sixth.
(105) [T] What would we call that?",A difference of two sixths.,106,"(107) [T] There is a difference of two sixths between a half and a third?
(107) [T] What do you think David?
(107) [T] I heard one sixth and I heard two  sixts and I want to know before I go, then, what it is.
(108) [S] Like I said if you would  separate ‘em.
(108) [S] And you gave one of these, one of these and two more kids then you'd have more.
(109) [S] You sure would.
(110) [T] And how much more?",1,1
"(140) [S] And then the twelfths and they, they said that the twelfths  would do it.
(141) [S] mmm hmmm
(142) [S] So the twelfths would be the reds which is one, which is  two whites, and then people think the twelfths would be the  answer, but if you take two of the twenty-fourths
(143) [S] It would equal up to a red rod.
(144) [S] It would equal up to a red rod.
(145) [S] Which would be equal to twelfths.
(146) [S] Which would be one twelfth.","So, see, we think, I think that  the answer is either two twenty-fourths or one twelfth.",146,"(147) [S] Mmm hmmm.
(148) [T] How many of you agree with what they said?
(149) [S] So there are two answers.
(149) [S] Both the same
(151) [T] You agree the answer is either two twenty-fourths or one  twelfth.
(151) [T] Does anyone think the answer is one twenty fourth?
(151) [T] Ok, that's very interesting, that's very nice, gentlemen,  thank you that's lovely.",1,1
"(295) [T] Which Y axis is here?
(295) [T] Yes, very good.
(295) [T] Yes, well, you have to pick a letter for that.
(296) [T] Uh, just choose a letter.
(296) [T] Uh, what letter shall we pick for that?
(297) [S] The amount of water or something
(298) [T] Well, multiply it by one letter, just one letter.",H.,299,"(300) [T] H. Okay, ""H equals"" is a good way to start.
(301) [S] H equals...
(302) [T] The slope- or, uh, the starting number always comes all the way at the end.
(303) [S] Yes.
(304) [T] So you can go ahead and write that down already.
(304) [T] Yes, it is a positive 200.
(305) [T] Uh, I am under the impression that not everyone is working.",0,0
"(nan) [S] Oh wait! 
(nan) [S] Maybe this will work. 
(nan) [S] It has to be something that will end up in a five. 
(nan) [S] Four times [inaudible] equals five.
(nan) [S] What times six could possibly equal five?
(nan) [S] Five times five equals twenty-five.
(nan) [S] It’s minus fifty-two. ",We are three off. ,,"(nan) [S] What a shame.
(nan) [S] Okay, Bobby you can [inaudible]
(nan) [S] Well, maybe if we add more we will still be. 
(nan) [S] See my question, are you listening to me?
(nan) [S] Yes.
(nan) [S] It’s got to equal minus fifty-five. 
(nan) [S] What times six in the one space, would equal five?",1,1
"(201) [T] I didn't give you one?
(201) [T] I am so sorry.
(201) [T] Okay.
(201) [T] Questions?
(201) [T] This one's pretty straightforward.
(201) [T] All right.
(201) [T] Oh, Ethan?","When it says to make it larger, does it mean it as making it taller and wider or both?",202,"(203) [T] You get to decide.
(205) [T] No, it doesn't say.
(205) [T] It just says larger.
(205) [T] Good point.
(205) [T] Way to pay attention to words.
(205) [T] So he wants to put a picture of a larger book on his folder, okay?
(205) [T] So you get to decide in what way or ways it's going to be larger, okay?",0,0
"(342) [T] Do you still need the box?
(343) [S] No.
(344) [T] So box, tape measure, instructions and scissors.
(344) [T] Bring everything to the table, then try to complete the rest of the table with the measurements from your partners.
(346) [T] Have you finished yours, eh?
(347) [S] Yes.
(348) [T] So in the transparency you have the box number zero.","Madam, do we have to color them?",349,"(349) [S] All of the (inaudible).
(350) [T] Yes, yes.
(351) [S] Madam, but (inaudible).
(352) [T] What (inaudible)?
(353) [S] If we've made mistakes with the calculations?
(354) [T] I don't know if it's wrong.
(354) [T] [Laughter] Complete it and then we'll correct them.",0,0
"(100) [S] We made the  same model that was, I think it was two oranges and like  one purple, yeah it was two oranges and one purple and  then it had the thirds
(101) [T] Ok, why don't the rest of you sit down and let's have Erik  and Alan make that model.
(101) [T] Did you make it too, Michael?
(101) [T] Is that what you had?
(102) [S] I made that also
(103) [T] Ok, you watch what they're doing, and seeing if -leave that  other one up there ohhh!
(103) [T] Ok, can you leave the other one up  there maybe while you're making that?",Sure we can.,104,"(105) [T] Keep the other one up there.
(105) [T] Erik: Just move this over.
(106) [T] James, why don't you make the other one too, so it doesn't  go away on the bottom.
(107) [S] Kaitlin, can I borrow some oranges.
(107) [S] [whispering,  inaudible] 2 more, no [starts to count something in his  model] 6 more
(109) [T] The rest of you could be making these if you  haven't already, in your seats just so you have them in front  of you.
(109) [T] I would suggest you to make both models in your  seats and keep them in front of you.",0,0
"(2) [S] Oh, then this would be… one… I guess.
(2) [T] That sounds like a good name for it, doesn't it?
(2) [T] Okay, now let me just hear what these ladies  over here have come up with.
(2) [S] Umm, we got, since umm, if you have, like if  you put all these [white rods] up to this  [orange], umm you would get umm ten, I think.
(2) [S] Wait…  Ten.
(2) [S] And, and this one [white], just  that would be one.
(2) [T] So that's the number you would give it then?","Yeah because if you have ten, then [white] that  would be one of them [orange].",2.0,"(2) [T] Okay.
(2) [T] Alright.
(2) [T] I'll buy that.
(2) [T] Okay, I think a lot  of people have come up with something.
(2) [T] Let  me just… What did you come up with?
(2) [S] If ten of these [white] equals one of these  [orange], then one of these [white] could be  one whole because, and then ten of these  would ten wholes.
(3) [T] Okay, we'll just call them one and ten.",1,1
"(95) [T] Because they're not quite fully to what's really happening in it, okay?
(95) [T] They did not spend $50.00 on that day.
(96) [S] They spent way more than that.
(97) [T] They spent way more than that.
(97) [T] How do you know?
(98) [S] Because it goes from 250, 275 down.
(99) [T] Yes.",Negative 50.,100,"(101) [T] You have to think about this is an account balance.
(101) [T] All it's saying is that on the sixth day, they owe the bank $50.00.
(101) [T] You don't know.
(101) [T] That's just a point in time their account is negative $50.
(101) [T] 0
(101) [T] But, Aiden correctly said, ""Well, I have more data than that.
(101) [T] I know where they were on day five.""",0,1
"(23) [T] But I don't want it to be so small that I can't write in it.
(23) [T] Because that's what we're about to do.
(23) [T] We're about to write it.
(23) [T] So now that I have my new numbers on my area model, can I solve for this rectangle?
(23) [T] What do you guys think?
(23) [T] If I just pulled that rectangle out, I know this is zero.
(23) [T] What is this side going to equal?",0?,24,"(25) [S] 9?
(26) [T] Who said nine?
(27) [S] Me.
(28) [T] Michael, Why is it nine?
(29) [S] Because if it's in the one, it's in the ones place.
(30) [T] Hey, so not quite.
(30) [T] So we're looking at this side.",0,0
"(18) [T] Awesome.
(18) [T] Now you will have a strategy for figuring out exactly where it should be.
(18) [T] Okay.
(18) [T] Lisa, what is the answer and how did you get it?
(19) [S] I got $7.81.
(20) [T] Okay.
(20) [T] What strategy did you use?",traditional,21,"(22) [T] Okay, do you want to come show yours?
(23) [T] All right, so can you tell us what you did?
(24) [S] I used-
(25) [T] This one.
(26) [S] You can do zero minus nine and there are all  numbers with you  to take it from the two and make that into a one, and then to make it into a 10.
(26) [S] Then I got one and I did that for the rest of them.
(27) [T] Okay.",0,0
"(145) [T] Yes, I think the teams are due tomorrow and it's $5 per person.
(146) [T] No, you just get your team together.
(147) [T] Hey, guys, is anybody going to make a dodgeball team?
(148) [S] No.
(149) [T] There's a dodgeball tournament, you could make--  Should we make aSSdodgeball team?
(150) [S] Yes.
(151) [S] Yes, sir.",No.,152,"(153) [S] Wait.
(153) [S] No, I can't throw.
(153) [S] Never mind.
(154) [T] I think we should do it.
(154) [T] If you want to make a dodgeball team, it's like $5 per person.
(154) [T] I think it's due today.
(155) [S] I would play but",0,1
"(466) [T] Everybody got a box?
(467) [S] (inaudible)
(468) [T] He does usually.
(469) [T] Okay, you make a prediction first.
(470) [S] My prediction is 12.
(471) [T] How many?
(472) [S] I said- my prediction is 12 and you got to (inaudible).",It's twelve.,472.0,"(473) [T] Okay.
(473) [T] The table you have there has got color, tally and frequency.
(474) [T] You won't need the tally column because you only use the tally column when you've got lots to count, and you don't have very many.
(475) [T] So when you've opened your packet, count how many of each color you are and write that in the frequency column because frequency means?
(476) [T] How many.
(476) [T] And you write two in the frequency.
(477) [S] I've got lots of blues.",0,0
"(42) [T] Bryan, what did you have to say?
(43) [S] Alan thinks that I am placing four thirds and I am not.
(43) [S] Because you see, I think  that you would start on the negative side.
(43) [S] Like umm … [stands up and walks to  overhead]  For example, you would probably start on the one third and right  between the one third   and the two thirds would be one third, right   between the two thirds and the three thirds   would be two thirds and, you see, he thinks that when I add that there, he thinks  that zero to one third is a fraction, it is not.
(43) [S] Because zero is a separate number  and it is not a fraction, and so I would think that if you start on the one third and  anything pass that if you keep going up you would hit two thirds and anything  between there would be one third.
(43) [S] But if you start at zero and you go across and  you hit the one third, zero is not a fraction, so if you add one more, zero between  one third is not a fraction, so it would be four thirds.
(44) [T] Some people have written zero as zero thirds.",Okay.,45,"(45) [S] What I was saying before is this … 
(46) [T] Let us see what Meredith is doing here.
(46) [T] Well, that is very   interesting.
(46) [T] Very interesting what Meredith is doing up there.
(47) [S] Okay.
(47) [S] What I am saying is that zero to the one third mark—anything from zero to  one third—is the one third.
(47) [S] Now, anything pass the one third mark we would be  calling one third, zero.",0,0
"(nan) [S] This one’s ten plus ten that’s twenty.
(nan) [S] I didn’t figure it out, but it has something to do with the prime numbers,
but...
(nan) [T] OK, whoever’s going to talk needs the mike, who’s talking?
(nan) [S] We’re both talking.
(nan) [T] You’re both talking.
(nan) [S] He's listening
(nan) [T] You’ve got to hold the mike.","See, um, this is how we did it like, like you talk.",,"(nan) [S] Whatever the first number is equals the second number.
(nan) [S] Whatever number in the box is here
(nan) [S] So we put two in the second one and always one goes here so if this is three, three goes here and plus one.
(nan) [S] See, and if it works here, three times three would be nine and then the one there would be ten.
(nan) [S] So if it’s four.
(nan) [T] But, you haven’t quite really found the formula, really.
(nan) [S] So if it’s four, we get four and four that equals eight, sixteen and then plus one.",1,0
"(435) [S] If they- if it's under, then... well, what they do is they just mix it up so that even if it's a different size or shape, it still weighs the same.
(436) [T] So are you telling me that they weigh every cookie?
(437) [S] Yep.
(438) [S] Yeah.
(438) [S] After (inaudible).
(439) [T] I doubt it.
(440) [S] Well, that's what they do, that's what they (inaudible).",My- my dad says they do.,441,"(442) [T] Yeah?
(443) [S] And he's a quality manufacturer.
(444) [T] Is he?
(445) [S] Ha, ha, ha!
(446) [T] Yeah?
(446) [T] What, where they make these chocolate chip cookies?
(447) [S] Yeah.",0,1
"(135) [T] Did it work?
(136) [S] Yes,.
(137) [T] Oh, it did?
(138) [S] Do we use a calculator?
(139) [T] For?
(140) [S] Extension
(141) [T] It depends on what it is.",It's a .,142,"(143) [T] Okay.
(143) [T] Sure, yes.
(144) [S] I still can't figure out how you get to 15.
(145) [T] You could do the same jump you did here.
(145) [T] It's the same numbers.
(146) [S] I did times 10.
(147) [T] You did divided by 10 and then you did divide by 8, which is brilliant.",0,0
"(510) [T] Nice and loud so they can hear you.
(510) [T] We're listening to the  proof, gentlemen.
(511) [S] You go three plus three plus three and that would equal  nine.
(511) [S] And
(512) [S] Or three times
(513) [S] That's why because you have three meters and take… and  you have three one thirds in each meter so three, three  threes, and that equals nine.
(514) [T] Jackie, Danielle, does that make any sense?",I think it's three meters times three meters equals nine  meters.,516,"(517) [T] Danielle, do you agree or disagree?
(518) [S] Yeah, that's what I did.
(519) [T] You think that's a good idea.
(520) [S] Well, you can times it, but you can add it too.
(521) [T] What confuses me is that you don't have three meters, you  have a third of a meter, so you're telling me that you  multiply by three.
(521) [T] So how did you do this?
(521) [T] What are some  ways of doing this?",1,1
"(26) [T] Yes?
(26) [T] I got another answer.
(26) [T] Should I show you what the other--?
(27) [S] Yes.
(28) [S] Is it a hundred?
(29) [S] It does equal to that
(30) [S] But did he get ?",But does that still count?,31,"(32) [T] Does it?
(32) [T] Is it equal to 1/2?
(33) [S] Yes.
(34) [S] I guess.
(35) [T] Yes?
(35) [T] Ask your table.
(35) [T] Is it equal to one-half?",0,1
"(52) [T] And another pair wasn't quite discussing that but I do want to hear
(53) [S] You press this button.
(54) [T] Thank you.
(54) [T] Lionel.
(54) [T] So what did you say?
(54) [T] How are the problems similar?
(54) [T] And how are the problems different?",*inaudible* I'm gonna do Number two,55,"(56) [T] okay.
(57) [S] But I got the number one.
(57) [S] So I think it's I think *inaudible* and I think *inaudible* Because *inaudible*, so we don't have three and because the denominators on the question are five five And there's the same.
(58) [T] so they have a common denominator?
(59) [S] And then since the four minus one again, and the like, and the numerator is the same thing *inaudible*
(60) [T] Okay, so you said the common denominator is teh same so you could do the format is 1 for 3/5th and four minus the whole number.
(61) [S] Darn it.",0,0
"(582) [T] One must work only with the elements you have in the equation.
(582) [T] You mustn't start looking for others which please you.
(583) [T] There are already enough in here, you must not look for others.
(584) [S] (inaudible) 250.
(585) [T] To do calculations, you must take away the brackets.
(586) [S] And is that all?
(587) [T] Then after you do the same problem.",Sir?,588,"(589) [T] Yes!
(590) [S] Can you come and see?
(591) [T] So we will start there, I go round like this.
(592) [S] Er, here there we do times 10, that like, after we have no more commas here?
(593) [T] Well yeah, and you've found X equals zero two.
(593) [T] Exactly.
(594) [S] (inaudible) is it correct?",0,0
